Id,ActivityDate,TotalSteps,TotalDistance,Calories,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed,HasActivityData,HasSleepData
1503960366,2016-04-19,15506.0,9.88000011444092,2035.0,1.0,304.0,320.0,True,True
1503960366,2016-04-20,10544.0,6.67999982833862,1786.0,1.0,360.0,377.0,True,True
1503960366,2016-04-21,9819.0,6.34000015258789,1775.0,1.0,325.0,364.0,True,True
1503960366,2016-04-22,12764.0,8.13000011444092,1827.0,,0.0,0.0,True,False
1503960366,2016-04-23,14371.0,9.03999996185303,1949.0,1.0,361.0,384.0,True,True
1503960366,2016-04-24,10039.0,6.40999984741211,1788.0,1.0,430.0,449.0,True,True
1503960366,2016-04-25,15355.0,9.80000019073486,2013.0,1.0,277.0,323.0,True,True
1503960366,2016-04-26,13755.0,8.78999996185303,1970.0,1.0,245.0,274.0,True,True
1503960366,2016-04-27,18134.0,12.210000038147,2159.0,,0.0,0.0,True,False
1503960366,2016-04-28,13154.0,8.52999973297119,1898.0,1.0,366.0,393.0,True,True
1503960366,2016-04-29,11181.0,7.15000009536743,1837.0,1.0,341.0,354.0,True,True
1503960366,2016-04-30,14673.0,9.25,1947.0,1.0,404.0,425.0,True,True
1503960366,2016-05-01,10602.0,6.80999994277954,1820.0,1.0,369.0,396.0,True,True
1503960366,2016-05-02,14727.0,9.71000003814697,2004.0,1.0,277.0,309.0,True,True
1503960366,2016-05-03,15103.0,9.65999984741211,1990.0,1.0,273.0,296.0,True,True
1503960366,2016-05-04,11100.0,7.15000009536743,1819.0,,0.0,0.0,True,False
1503960366,2016-05-05,14070.0,8.89999961853027,1959.0,1.0,247.0,264.0,True,True
1503960366,2016-05-06,12159.0,8.02999973297119,1896.0,1.0,334.0,367.0,True,True
1503960366,2016-05-07,11992.0,7.71000003814697,1821.0,1.0,331.0,349.0,True,True
1503960366,2016-05-08,10060.0,6.57999992370605,1740.0,1.0,594.0,611.0,True,True
1503960366,2016-05-09,12022.0,7.71999979019165,1819.0,1.0,338.0,342.0,True,True
1503960366,2016-05-10,12207.0,7.76999998092651,1859.0,1.0,383.0,403.0,True,True
1503960366,2016-05-11,12770.0,8.13000011444092,1783.0,1.0,285.0,306.0,True,True
1503960366,2016-05-12,0.0,0.0,0.0,,0.0,0.0,True,False
1624580081,2016-03-25,1810.0,1.17999994754791,1373.0,,0.0,0.0,True,False
1624580081,2016-03-26,815.0,0.529999971389771,1264.0,,0.0,0.0,True,False
1624580081,2016-03-27,1985.0,1.28999996185303,1350.0,,0.0,0.0,True,False
1624580081,2016-03-28,1905.0,1.24000000953674,1342.0,,0.0,0.0,True,False
1624580081,2016-03-29,1552.0,1.00999999046326,1300.0,,0.0,0.0,True,False
1624580081,2016-03-30,1675.0,1.0900000333786,1313.0,,0.0,0.0,True,False
1624580081,2016-03-31,4506.0,2.9300000667572,1498.0,,0.0,0.0,True,False
1624580081,2016-04-01,9218.0,5.98999977111816,1541.0,,0.0,0.0,True,False
1624580081,2016-04-02,1556.0,1.00999999046326,1327.0,,0.0,0.0,True,False
1624580081,2016-04-03,2910.0,1.88999998569489,1452.0,,0.0,0.0,True,False
1624580081,2016-04-04,18464.0,12.0,1574.0,,0.0,0.0,True,False
1624580081,2016-04-05,1335.0,0.870000004768372,1308.0,,0.0,0.0,True,False
1624580081,2016-04-06,1004.0,0.649999976158142,1276.0,,0.0,0.0,True,False
1624580081,2016-04-07,1111.0,0.720000028610229,1278.0,,0.0,0.0,True,False
1624580081,2016-04-08,6344.0,4.11999988555908,1409.0,,0.0,0.0,True,False
1624580081,2016-04-09,3572.0,2.3199999332428,1370.0,,0.0,0.0,True,False
1624580081,2016-04-10,3910.0,2.53999996185303,1555.0,,0.0,0.0,True,False
1624580081,2016-04-11,10000.0,6.5,1469.0,,0.0,0.0,True,False
1624580081,2016-04-12,8163.0,5.30999994277954,1432.0,,0.0,0.0,True,False
1624580081,2016-04-13,7007.0,4.55000019073486,1411.0,,0.0,0.0,True,False
1624580081,2016-04-14,9107.0,5.92000007629395,1572.0,,0.0,0.0,True,False
1624580081,2016-04-15,1510.0,0.980000019073486,1344.0,,0.0,0.0,True,False
1624580081,2016-04-16,5370.0,3.49000000953674,1463.0,,0.0,0.0,True,False
1624580081,2016-04-17,6175.0,4.05999994277954,1554.0,,0.0,0.0,True,False
1624580081,2016-04-18,10536.0,7.40999984741211,1604.0,,0.0,0.0,True,False
1624580081,2016-04-19,2916.0,1.89999997615814,1435.0,,0.0,0.0,True,False
1624580081,2016-04-20,4974.0,3.23000001907349,1446.0,,0.0,0.0,True,False
1624580081,2016-04-21,6349.0,4.13000011444092,1467.0,,0.0,0.0,True,False
1624580081,2016-04-22,4026.0,2.61999988555908,1470.0,,0.0,0.0,True,False
1624580081,2016-04-23,8538.0,5.55000019073486,1562.0,,0.0,0.0,True,False
1624580081,2016-04-24,6076.0,3.95000004768372,1617.0,,0.0,0.0,True,False
1624580081,2016-04-25,6497.0,4.21999979019165,1492.0,,0.0,0.0,True,False
1624580081,2016-04-26,2826.0,1.8400000333786,1402.0,,0.0,0.0,True,False
1624580081,2016-04-27,8367.0,5.44000005722046,1670.0,,0.0,0.0,True,False
1624580081,2016-04-28,2759.0,1.78999996185303,1401.0,,0.0,0.0,True,False
1624580081,2016-04-29,2390.0,1.54999995231628,1404.0,,0.0,0.0,True,False
1624580081,2016-04-30,6474.0,4.30000019073486,1655.0,,0.0,0.0,True,False
1624580081,2016-05-01,36019.0,28.0300006866455,2690.0,,0.0,0.0,True,False
1624580081,2016-05-02,7155.0,4.92999982833862,1497.0,,0.0,0.0,True,False
1624580081,2016-05-03,2100.0,1.37000000476837,1334.0,,0.0,0.0,True,False
1624580081,2016-05-04,2193.0,1.42999994754791,1368.0,,0.0,0.0,True,False
1624580081,2016-05-05,2470.0,1.61000001430511,1370.0,,0.0,0.0,True,False
1624580081,2016-05-06,1727.0,1.12000000476837,1341.0,,0.0,0.0,True,False
1624580081,2016-05-07,2104.0,1.37000000476837,1474.0,,0.0,0.0,True,False
1624580081,2016-05-08,3427.0,2.23000001907349,1427.0,,0.0,0.0,True,False
1624580081,2016-05-09,1732.0,1.12999999523163,1328.0,,0.0,0.0,True,False
1624580081,2016-05-10,2969.0,1.92999994754791,1393.0,,0.0,0.0,True,False
1624580081,2016-05-11,3134.0,2.03999996185303,1359.0,,0.0,0.0,True,False
1624580081,2016-05-12,2971.0,1.92999994754791,1002.0,,0.0,0.0,True,False
1644430081,2016-03-27,0.0,,0.0,1.0,373.0,495.0,False,True
1644430081,2016-03-28,0.0,,0.0,1.0,466.0,466.0,False,True
1644430081,2016-03-29,0.0,,0.0,1.0,56.0,121.0,False,True
1644430081,2016-03-30,0.0,,0.0,1.0,538.0,840.0,False,True
1644430081,2016-04-01,4636.0,3.41000008583069,3323.0,,0.0,0.0,True,False
1644430081,2016-04-02,20237.0,14.710000038147,4029.0,,0.0,0.0,True,False
1644430081,2016-04-03,12912.0,9.40999984741211,3436.0,,0.0,0.0,True,False
1644430081,2016-04-04,2819.0,2.04999995231628,2444.0,,0.0,0.0,True,False
1644430081,2016-04-05,9921.0,7.21000003814697,3098.0,,0.0,0.0,True,False
1644430081,2016-04-06,8046.0,5.84999990463257,2925.0,,0.0,0.0,True,False
1644430081,2016-04-07,11166.0,8.11999988555908,3202.0,,0.0,0.0,True,False
1644430081,2016-04-08,7842.0,5.69999980926514,2928.0,,0.0,0.0,True,False
1644430081,2016-04-09,13840.0,10.0600004196167,3290.0,,0.0,0.0,True,False
1644430081,2016-04-10,1329.0,0.970000028610229,489.0,,0.0,0.0,True,False
1644430081,2016-04-12,10694.0,7.76999998092651,3199.0,,0.0,0.0,True,False
1644430081,2016-04-13,8001.0,5.82000017166138,2902.0,,0.0,0.0,True,False
1644430081,2016-04-14,11037.0,8.02000045776367,3226.0,,0.0,0.0,True,False
1644430081,2016-04-15,5263.0,3.82999992370605,2750.0,,0.0,0.0,True,False
1644430081,2016-04-16,15300.0,11.1199998855591,3493.0,,0.0,0.0,True,False
1644430081,2016-04-17,8757.0,6.36999988555908,3011.0,,0.0,0.0,True,False
1644430081,2016-04-18,7132.0,5.19000005722046,2806.0,,0.0,0.0,True,False
1644430081,2016-04-19,11256.0,8.18000030517578,3300.0,,0.0,0.0,True,False
1644430081,2016-04-20,2436.0,1.76999998092651,2430.0,,0.0,0.0,True,False
1644430081,2016-04-21,1223.0,0.889999985694885,2140.0,,0.0,0.0,True,False
1644430081,2016-04-22,3673.0,2.67000007629395,2344.0,,0.0,0.0,True,False
1644430081,2016-04-23,6637.0,4.82999992370605,2677.0,,0.0,0.0,True,False
1644430081,2016-04-24,3321.0,2.41000008583069,2413.0,,0.0,0.0,True,False
1644430081,2016-04-25,3580.0,2.59999990463257,2497.0,,0.0,0.0,True,False
1644430081,2016-04-26,9919.0,7.21000003814697,3123.0,,0.0,0.0,True,False
1644430081,2016-04-27,3032.0,2.20000004768372,2489.0,,0.0,0.0,True,False
1644430081,2016-04-28,9405.0,6.84000015258789,3108.0,,0.0,0.0,True,False
1644430081,2016-04-29,3176.0,2.30999994277954,2498.0,1.0,119.0,127.0,True,True
1644430081,2016-04-30,18213.0,13.2399997711182,3846.0,1.0,124.0,142.0,True,True
1644430081,2016-05-01,6132.0,4.46000003814697,2696.0,,0.0,0.0,True,False
1644430081,2016-05-02,3758.0,2.73000001907349,2580.0,1.0,796.0,961.0,True,True
1644430081,2016-05-03,12850.0,9.34000015258789,3324.0,,0.0,0.0,True,False
1644430081,2016-05-04,2309.0,1.67999994754791,2222.0,,0.0,0.0,True,False
1644430081,2016-05-05,4363.0,3.19000005722046,2463.0,,0.0,0.0,True,False
1644430081,2016-05-06,9787.0,7.11999988555908,3328.0,,0.0,0.0,True,False
1644430081,2016-05-07,13372.0,9.72000026702881,3404.0,,0.0,0.0,True,False
1644430081,2016-05-08,6724.0,4.8899998664856,2987.0,1.0,137.0,154.0,True,True
1644430081,2016-05-09,6643.0,4.82999992370605,3008.0,,0.0,0.0,True,False
1644430081,2016-05-10,9167.0,6.65999984741211,2799.0,,0.0,0.0,True,False
1644430081,2016-05-11,1329.0,0.970000028610229,1276.0,,0.0,0.0,True,False
1844505072,2016-04-01,6847.0,4.53000020980835,1969.0,,0.0,0.0,True,False
1844505072,2016-04-02,5367.0,3.54999995231628,1889.0,,0.0,0.0,True,False
1844505072,2016-04-03,2841.0,1.87999999523163,1636.0,1.0,169.0,190.0,True,True
1844505072,2016-04-04,0.0,0.0,1347.0,1.0,771.0,771.0,True,True
1844505072,2016-04-05,0.0,0.0,1347.0,,0.0,0.0,True,False
1844505072,2016-04-06,7.0,0.0,1349.0,,0.0,0.0,True,False
1844505072,2016-04-07,6344.0,4.19000005722046,1965.0,,0.0,0.0,True,False
1844505072,2016-04-08,5316.0,3.50999999046326,1824.0,,0.0,0.0,True,False
1844505072,2016-04-09,4979.0,3.28999996185303,1807.0,1.0,221.0,636.0,True,True
1844505072,2016-04-10,6556.0,4.34000015258789,1971.0,1.0,277.0,325.0,True,True
1844505072,2016-04-11,5430.0,3.58999991416931,1888.0,,0.0,0.0,True,False
1844505072,2016-04-12,6697.0,4.42999982833862,2030.0,,0.0,0.0,True,False
1844505072,2016-04-13,4929.0,3.25999999046326,1860.0,,0.0,0.0,True,False
1844505072,2016-04-14,7937.0,5.25,2130.0,,0.0,0.0,True,False
1844505072,2016-04-15,3844.0,2.53999996185303,1725.0,1.0,644.0,961.0,True,True
1844505072,2016-04-16,3414.0,2.25999999046326,1657.0,,0.0,0.0,True,False
1844505072,2016-04-17,4525.0,2.99000000953674,1793.0,,0.0,0.0,True,False
1844505072,2016-04-18,4597.0,3.03999996185303,1814.0,,0.0,0.0,True,False
1844505072,2016-04-19,197.0,0.129999995231628,1366.0,,0.0,0.0,True,False
1844505072,2016-04-20,8.0,0.0099999997764825,1349.0,,0.0,0.0,True,False
1844505072,2016-04-21,8054.0,5.32000017166138,2062.0,,0.0,0.0,True,False
1844505072,2016-04-22,5372.0,3.54999995231628,1827.0,,0.0,0.0,True,False
1844505072,2016-04-23,3570.0,2.35999989509583,1645.0,,0.0,0.0,True,False
1844505072,2016-04-24,0.0,0.0,1347.0,,0.0,0.0,True,False
1844505072,2016-04-25,0.0,0.0,1347.0,,0.0,0.0,True,False
1844505072,2016-04-26,0.0,0.0,1347.0,,0.0,0.0,True,False
1844505072,2016-04-27,4.0,0.0,1348.0,,0.0,0.0,True,False
1844505072,2016-04-28,6907.0,4.57000017166138,1992.0,,0.0,0.0,True,False
1844505072,2016-04-29,4920.0,3.25,1856.0,,0.0,0.0,True,False
1844505072,2016-04-30,4014.0,2.67000007629395,1763.0,1.0,722.0,961.0,True,True
1844505072,2016-05-01,2573.0,1.70000004768372,1541.0,1.0,590.0,961.0,True,True
1844505072,2016-05-02,0.0,0.0,1348.0,,0.0,0.0,True,False
1844505072,2016-05-03,4059.0,2.6800000667572,1742.0,,0.0,0.0,True,False
1844505072,2016-05-04,2080.0,1.37000000476837,1549.0,,0.0,0.0,True,False
1844505072,2016-05-05,2237.0,1.48000001907349,1589.0,,0.0,0.0,True,False
1844505072,2016-05-06,44.0,0.0299999993294477,1351.0,,0.0,0.0,True,False
1844505072,2016-05-07,0.0,0.0,1347.0,,0.0,0.0,True,False
1844505072,2016-05-08,0.0,0.0,1347.0,,0.0,0.0,True,False
1844505072,2016-05-09,0.0,0.0,1347.0,,0.0,0.0,True,False
1844505072,2016-05-10,0.0,0.0,1347.0,,0.0,0.0,True,False
1844505072,2016-05-11,0.0,0.0,1347.0,,0.0,0.0,True,False
1844505072,2016-05-12,0.0,0.0,665.0,,0.0,0.0,True,False
1927972279,2016-03-11,0.0,,0.0,1.0,29.0,36.0,False,True
1927972279,2016-03-12,0.0,,0.0,3.0,608.0,628.0,False,True
1927972279,2016-03-13,0.0,,0.0,3.0,505.0,516.0,False,True
1927972279,2016-03-14,0.0,,0.0,2.0,173.0,179.0,False,True
1927972279,2016-03-15,0.0,,0.0,1.0,68.0,68.0,False,True
1927972279,2016-03-16,0.0,,0.0,3.0,599.0,645.0,False,True
1927972279,2016-03-17,0.0,,0.0,1.0,6.0,6.0,False,True
1927972279,2016-03-18,0.0,,0.0,3.0,523.0,553.0,False,True
1927972279,2016-03-19,0.0,,0.0,3.0,583.0,611.0,False,True
1927972279,2016-03-20,0.0,,0.0,3.0,548.0,576.0,False,True
1927972279,2016-03-21,0.0,,0.0,1.0,334.0,352.0,False,True
1927972279,2016-03-22,0.0,,0.0,1.0,379.0,394.0,False,True
1927972279,2016-03-23,0.0,,0.0,2.0,447.0,474.0,False,True
1927972279,2016-03-24,0.0,,0.0,2.0,428.0,437.0,False,True
1927972279,2016-03-25,0.0,,0.0,1.0,60.0,63.0,False,True
1927972279,2016-03-26,0.0,,0.0,1.0,387.0,406.0,False,True
1927972279,2016-03-27,0.0,,0.0,1.0,112.0,120.0,False,True
1927972279,2016-03-28,0.0,,0.0,2.0,219.0,230.0,False,True
1927972279,2016-03-29,0.0,,0.0,2.0,563.0,588.0,False,True
1927972279,2016-03-30,0.0,,0.0,2.0,401.0,404.0,False,True
1927972279,2016-03-31,0.0,,0.0,3.0,493.0,520.0,False,True
1927972279,2016-04-01,4317.0,2.99000000953674,2590.0,1.0,369.0,383.0,True,True
1927972279,2016-04-02,5662.0,3.92000007629395,2783.0,1.0,280.0,315.0,True,True
1927972279,2016-04-03,3198.0,2.21000003814697,2449.0,1.0,107.0,111.0,True,True
1927972279,2016-04-04,2352.0,1.62999999523163,2380.0,2.0,465.0,483.0,True,True
1927972279,2016-04-05,2234.0,1.54999995231628,2344.0,1.0,393.0,420.0,True,True
1927972279,2016-04-06,1259.0,0.870000004768372,2202.0,1.0,414.0,429.0,True,True
1927972279,2016-04-07,768.0,0.529999971389771,2130.0,,0.0,0.0,True,False
1927972279,2016-04-08,519.0,0.360000014305115,2088.0,,0.0,0.0,True,False
1927972279,2016-04-09,2523.0,1.75,2443.0,1.0,39.0,47.0,True,True
1927972279,2016-04-10,2105.0,1.46000003814697,2442.0,3.0,479.0,496.0,True,True
1927972279,2016-04-11,1209.0,0.839999973773956,2255.0,2.0,496.0,525.0,True,True
1927972279,2016-04-12,678.0,0.469999998807907,2220.0,2.0,482.0,498.0,True,True
1927972279,2016-04-12,678.0,0.469999998807907,2220.0,3.0,750.0,775.0,True,True
1927972279,2016-04-13,356.0,0.25,2151.0,1.0,398.0,422.0,True,True
1927972279,2016-04-14,2163.0,1.5,2383.0,,0.0,0.0,True,False
1927972279,2016-04-15,980.0,0.680000007152557,2221.0,2.0,475.0,499.0,True,True
1927972279,2016-04-16,0.0,0.0,2064.0,,0.0,0.0,True,False
1927972279,2016-04-17,0.0,0.0,2063.0,,0.0,0.0,True,False
1927972279,2016-04-18,244.0,0.170000001788139,2111.0,,0.0,0.0,True,False
1927972279,2016-04-19,0.0,0.0,2063.0,,0.0,0.0,True,False
1927972279,2016-04-20,0.0,0.0,2063.0,,0.0,0.0,True,False
1927972279,2016-04-21,0.0,0.0,2064.0,,0.0,0.0,True,False
1927972279,2016-04-22,149.0,0.100000001490116,2093.0,,0.0,0.0,True,False
1927972279,2016-04-23,2945.0,2.03999996185303,2499.0,,0.0,0.0,True,False
1927972279,2016-04-24,2090.0,1.45000004768372,2324.0,,0.0,0.0,True,False
1927972279,2016-04-25,152.0,0.109999999403954,2100.0,,0.0,0.0,True,False
1927972279,2016-04-26,3761.0,2.59999990463257,2638.0,1.0,296.0,315.0,True,True
1927972279,2016-04-27,0.0,0.0,2063.0,,0.0,0.0,True,False
1927972279,2016-04-28,1675.0,1.1599999666214,2351.0,1.0,166.0,178.0,True,True
1927972279,2016-04-29,0.0,0.0,2063.0,,0.0,0.0,True,False
1927972279,2016-04-30,0.0,0.0,2064.0,,0.0,0.0,True,False
1927972279,2016-05-01,2704.0,1.87000000476837,2411.0,,0.0,0.0,True,False
1927972279,2016-05-02,3790.0,2.61999988555908,2505.0,,0.0,0.0,True,False
1927972279,2016-05-03,1326.0,0.920000016689301,2195.0,,0.0,0.0,True,False
1927972279,2016-05-04,1786.0,1.24000000953674,2338.0,,0.0,0.0,True,False
1927972279,2016-05-05,0.0,0.0,2063.0,,0.0,0.0,True,False
1927972279,2016-05-06,2091.0,1.45000004768372,2383.0,,0.0,0.0,True,False
1927972279,2016-05-07,1510.0,1.03999996185303,2229.0,,0.0,0.0,True,False
1927972279,2016-05-08,0.0,0.0,2063.0,,0.0,0.0,True,False
1927972279,2016-05-09,0.0,0.0,2063.0,,0.0,0.0,True,False
1927972279,2016-05-10,0.0,0.0,2063.0,,0.0,0.0,True,False
1927972279,2016-05-11,0.0,0.0,2063.0,,0.0,0.0,True,False
1927972279,2016-05-12,0.0,0.0,1383.0,,0.0,0.0,True,False
2022484408,2016-03-13,0.0,,0.0,1.0,135.0,144.0,False,True
2022484408,2016-04-01,13603.0,9.60000038146973,2645.0,,0.0,0.0,True,False
2022484408,2016-04-02,5477.0,3.83999991416931,2040.0,,0.0,0.0,True,False
2022484408,2016-04-03,11144.0,7.82000017166138,2395.0,,0.0,0.0,True,False
2022484408,2016-04-04,15313.0,11.0,2581.0,,0.0,0.0,True,False
2022484408,2016-04-05,10805.0,7.59000015258789,2735.0,,0.0,0.0,True,False
2022484408,2016-04-06,15392.0,10.9300003051758,2733.0,,0.0,0.0,True,False
2022484408,2016-04-07,18247.0,13.8299999237061,3021.0,,0.0,0.0,True,False
2022484408,2016-04-08,13023.0,9.26000022888184,2577.0,,0.0,0.0,True,False
2022484408,2016-04-09,16267.0,12.5900001525879,2811.0,,0.0,0.0,True,False
2022484408,2016-04-10,10005.0,7.01999998092651,2458.0,,0.0,0.0,True,False
2022484408,2016-04-11,10106.0,7.09000015258789,2568.0,,0.0,0.0,True,False
2022484408,2016-04-12,11875.0,8.34000015258789,2390.0,,0.0,0.0,True,False
2022484408,2016-04-13,12024.0,8.5,2601.0,,0.0,0.0,True,False
2022484408,2016-04-14,10690.0,7.5,2312.0,,0.0,0.0,True,False
2022484408,2016-04-15,11034.0,8.02999973297119,2525.0,,0.0,0.0,True,False
2022484408,2016-04-16,10100.0,7.09000015258789,2177.0,,0.0,0.0,True,False
2022484408,2016-04-17,15112.0,11.3999996185303,2782.0,,0.0,0.0,True,False
2022484408,2016-04-18,14131.0,10.0699996948242,2770.0,,0.0,0.0,True,False
2022484408,2016-04-19,11548.0,8.52999973297119,2489.0,,0.0,0.0,True,False
2022484408,2016-04-20,15112.0,10.6700000762939,2897.0,,0.0,0.0,True,False
2022484408,2016-04-21,12453.0,8.73999977111816,3158.0,,0.0,0.0,True,False
2022484408,2016-04-22,12954.0,9.32999992370605,2638.0,,0.0,0.0,True,False
2022484408,2016-04-23,6001.0,4.21000003814697,2069.0,,0.0,0.0,True,False
2022484408,2016-04-24,13481.0,10.2799997329712,2529.0,,0.0,0.0,True,False
2022484408,2016-04-25,11369.0,8.01000022888184,2470.0,,0.0,0.0,True,False
2022484408,2016-04-26,10119.0,7.19000005722046,2793.0,,0.0,0.0,True,False
2022484408,2016-04-27,10159.0,7.13000011444092,2463.0,,0.0,0.0,True,False
2022484408,2016-04-28,10140.0,7.11999988555908,2296.0,,0.0,0.0,True,False
2022484408,2016-04-29,10245.0,7.19000005722046,2611.0,,0.0,0.0,True,False
2022484408,2016-04-30,18387.0,12.9099998474121,2732.0,,0.0,0.0,True,False
2022484408,2016-05-01,10538.0,7.40000009536743,2380.0,,0.0,0.0,True,False
2022484408,2016-05-02,10379.0,7.28999996185303,2473.0,,0.0,0.0,True,False
2022484408,2016-05-03,12183.0,8.73999977111816,2752.0,,0.0,0.0,True,False
2022484408,2016-05-04,11768.0,8.28999996185303,2649.0,,0.0,0.0,True,False
2022484408,2016-05-05,11895.0,8.35000038146973,2609.0,,0.0,0.0,True,False
2022484408,2016-05-06,10227.0,7.17999982833862,2498.0,,0.0,0.0,True,False
2022484408,2016-05-07,6708.0,4.71000003814697,1995.0,,0.0,0.0,True,False
2022484408,2016-05-08,3292.0,2.30999994277954,1848.0,,0.0,0.0,True,False
2022484408,2016-05-09,13379.0,9.39000034332275,2709.0,,0.0,0.0,True,False
2022484408,2016-05-10,12798.0,8.97999954223633,2797.0,,0.0,0.0,True,False
2022484408,2016-05-11,13272.0,9.31999969482422,2544.0,,0.0,0.0,True,False
2022484408,2016-05-12,9117.0,6.40999984741211,1853.0,,0.0,0.0,True,False
2026352035,2016-03-11,0.0,,0.0,1.0,126.0,149.0,False,True
2026352035,2016-03-12,0.0,,0.0,2.0,540.0,572.0,False,True
2026352035,2016-03-13,0.0,,0.0,2.0,648.0,671.0,False,True
2026352035,2016-03-14,0.0,,0.0,2.0,510.0,538.0,False,True
2026352035,2016-03-15,0.0,,0.0,2.0,422.0,436.0,False,True
2026352035,2016-03-16,0.0,,0.0,1.0,144.0,163.0,False,True
2026352035,2016-03-17,0.0,,0.0,2.0,479.0,510.0,False,True
2026352035,2016-03-18,0.0,,0.0,2.0,575.0,611.0,False,True
2026352035,2016-03-19,0.0,,0.0,2.0,515.0,550.0,False,True
2026352035,2016-03-20,0.0,,0.0,2.0,545.0,588.0,False,True
2026352035,2016-03-21,0.0,,0.0,2.0,567.0,604.0,False,True
2026352035,2016-03-22,0.0,,0.0,2.0,520.0,545.0,False,True
2026352035,2016-03-23,0.0,,0.0,2.0,562.0,600.0,False,True
2026352035,2016-03-24,0.0,,0.0,2.0,531.0,567.0,False,True
2026352035,2016-03-25,0.0,,0.0,2.0,495.0,526.0,False,True
2026352035,2016-03-26,0.0,,0.0,2.0,579.0,621.0,False,True
2026352035,2016-03-27,0.0,,0.0,2.0,545.0,581.0,False,True
2026352035,2016-03-28,0.0,,0.0,2.0,510.0,539.0,False,True
2026352035,2016-03-29,0.0,,0.0,2.0,482.0,521.0,False,True
2026352035,2016-03-30,0.0,,0.0,2.0,468.0,520.0,False,True
2026352035,2016-03-31,0.0,,0.0,2.0,524.0,555.0,False,True
2026352035,2016-04-01,2605.0,1.62000000476837,1407.0,2.0,514.0,544.0,True,True
2026352035,2016-04-02,1229.0,0.759999990463257,1237.0,2.0,528.0,575.0,True,True
2026352035,2016-04-03,2308.0,1.42999994754791,1330.0,2.0,534.0,605.0,True,True
2026352035,2016-04-04,6679.0,4.1399998664856,1583.0,2.0,493.0,533.0,True,True
2026352035,2016-04-05,5645.0,3.5,1538.0,2.0,531.0,571.0,True,True
2026352035,2016-04-06,3180.0,1.97000002861023,1421.0,2.0,465.0,517.0,True,True
2026352035,2016-04-07,2767.0,1.72000002861023,1392.0,2.0,540.0,597.0,True,True
